# software=NimbleScan	version=2.2.14	imagefile=I:\iceland-mirror\New_image_files\ORDER_ID1791_Rieck_RZPD\56577_532.tif	designfile=I:\NimbleScan\pipeline\Design_files\2005-07-28_Mouse_heart_ChIP.ndf	designname=2005-07-28_Mouse_heart_ChIP	designid=2389	date=Fri Aug 26 10:16:49 CDT 2005	border=0	ul_x=81.480	ul_y=23.420	ur_x=2677.230	ur_y=27.380	lr_x=2672.790	lr_y=3494.280	ll_x=77.470	ll_y=3490.770	score=0.211	qcscore=0.150	locallyaligned=no	auto=yes
IMAGE_ID	GENE_EXPR_OPTION	SEQ_ID	PROBE_ID	POSITION	X	Y	MATCH_INDEX	SEQ_URL	PM	MM
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056107566	56107566	372	522	39924566	NA	1690.44	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056104016	56104016	7	249	39940407	NA	4698	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056102741	56102741	701	535	39942829	NA	1199.78	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056108246	56108246	664	392	39944066	NA	1866.56	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056104781	56104781	265	879	39945138	NA	2520.33	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056104951	56104951	153	155	39948258	NA	1945.89	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056102061	56102061	265	199	39967252	NA	1554.44	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056102316	56102316	238	514	39971207	NA	1842.56	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056102486	56102486	530	780	39979951	NA	2253.89	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056103251	56103251	660	840	39980396	NA	2716.44	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056107651	56107651	244	844	39986467	NA	2687.22	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056105121	56105121	192	990	39987337	NA	1769.56	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056106295	56106295	597	339	39989931	NA	1177.56	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056103166	56103166	139	751	39990167	NA	2245.89	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056105640	56105640	193	325	39990666	NA	2286.56	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056101976	56101976	361	1019	39995783	NA	1976.56	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056102231	56102231	731	709	39995816	NA	2021	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056104271	56104271	149	577	40013759	NA	3415.11	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056108416	56108416	173	293	40047664	NA	2836.33	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056103761	56103761	753	273	40051648	NA	4731.89	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056106380	56106380	700	766	40055284	NA	1180.78	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056104441	56104441	550	170	40058825	NA	2486.89	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056106125	56106125	179	583	40059315	NA	3162	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056107481	56107481	129	467	40065210	NA	1864.33	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056103931	56103931	78	466	40068873	NA	2378.78	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056105291	56105291	215	209	40069133	NA	2137.33	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056107226	56107226	596	380	40070980	NA	1357.33	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056105870	56105870	90	460	40073025	NA	1746.78	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056105376	56105376	53	383	40073945	NA	18884.67	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056106465	56106465	681	647	40074344	NA	1613.22	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056107056	56107056	516	874	40078860	NA	2282.89	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056106958	56106958	531	715	40079742	NA	1399.67	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056105955	56105955	618	674	40091999	NA	1120.78	0
56577_532	BLOCK1	chr8:56101891-56108604	CHR8P056105785	56105785	289	231	40099426	NA	1688	0
56577_532	BLOCK1	chr8:56235879-56235978	CHR8P056235910	56235910	333	99	39929090	NA	1369.67	0
56577_532	BLOCK1	chr8:56236203-56236575	CHR8P056236288	56236288	67	621	39722213	NA	1507	0
56577_532	BLOCK1	chr8:56236203-56236575	CHR8P056236203	56236203	389	279	39784887	NA	1649.56	0
56577_532	BLOCK1	chr8:56236203-56236575	CHR8P056236373	56236373	222	6	39829817	NA	1519.33	0
56577_532	BLOCK1	chr8:56236203-56236575	CHR8P056236458	56236458	123	631	39859972	NA	2925.22	0
56577_532	BLOCK1	chr8:56236754-56237216	CHR8P056236756	56236756	162	566	39807791	NA	2457.44	0
56577_532	BLOCK1	chr8:56236754-56237216	CHR8P056237096	56237096	91	751	39844223	NA	1996.67	0
56577_532	BLOCK1	chr8:56236754-56237216	CHR8P056236926	56236926	546	248	39920305	NA	2987.22	0
56577_532	BLOCK1	chr8:56236754-56237216	CHR8P056237011	56237011	28	428	40062581	NA	3921.78	0
56577_532	BLOCK1	chr8:56236754-56237216	CHR8P056236841	56236841	643	789	40069696	NA	1924.56	0
56577_532	BLOCK1	chr8:56238529-56238784	CHR8P056238699	56238699	273	333	39826433	NA	2732.67	0
56577_532	BLOCK1	chr8:56238529-56238784	CHR8P056238614	56238614	631	109	39857585	NA	2420.56	0
56577_532	BLOCK1	chr8:56238529-56238784	CHR8P056238529	56238529	575	155	39958422	NA	2630.11	0
56577_532	BLOCK1	chr8:56239421-56239520	CHR8P056239421	56239421	237	629	39725687	NA	6485.67	0
56577_532	BLOCK1	chr8:56239890-56239990	CHR8P056239890	56239890	138	176	39885887	NA	1741.44	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241598	56241598	97	59	39775020	NA	1705.78	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056242278	56242278	404	536	39779690	NA	2516.56	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056242193	56242193	116	934	39791255	NA	1767.67	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241258	56241258	225	181	39844681	NA	2320.22	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241768	56241768	238	910	39845690	NA	2079.44	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241343	56241343	713	793	39853909	NA	1247.89	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056240748	56240748	334	772	39876669	NA	2747.22	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241003	56241003	233	921	39897473	NA	1709.56	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241853	56241853	387	145	39898311	NA	1701	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241088	56241088	115	501	39899885	NA	1933.89	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241173	56241173	101	781	39925343	NA	2384	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241428	56241428	592	482	39955867	NA	1902.11	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056242023	56242023	373	955	39974357	NA	2107.78	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241938	56241938	551	897	39984150	NA	2599.22	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056240833	56240833	514	414	39996167	NA	3060.22	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056242108	56242108	120	330	39998741	NA	1874.11	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056240663	56240663	721	837	40047307	NA	4146.44	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241513	56241513	403	635	40059863	NA	1736.78	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056240918	56240918	391	985	40063418	NA	1933.33	0
56577_532	BLOCK1	chr8:56240663-56242351	CHR8P056241683	56241683	132	732	40073455	NA	1565.22	0
56577_532	BLOCK1	chr8:56242463-56243092	CHR8P056242902	56242902	68	906	39785376	NA	2825.44	0
56577_532	BLOCK1	chr8:56242463-56243092	CHR8P056242633	56242633	63	663	39808643	NA	5729.78	0
56577_532	BLOCK1	chr8:56242463-56243092	CHR8P056242548	56242548	210	4	39842922	NA	2324.56	0
56577_532	BLOCK1	chr8:56242463-56243092	CHR8P056242987	56242987	621	505	39902959	NA	1582.44	0
56577_532	BLOCK1	chr8:56242463-56243092	CHR8P056242732	56242732	14	850	39992053	NA	2836	0
56577_532	BLOCK1	chr8:56242463-56243092	CHR8P056242463	56242463	530	506	40021009	NA	1509.56	0
56577_532	BLOCK1	chr8:56242463-56243092	CHR8P056242817	56242817	504	440	40051153	NA	1918.67	0
56577_532	BLOCK1	chr8:56243679-56243778	CHR8P056243679	56243679	262	534	39754463	NA	6162.56	0
56577_532	BLOCK1	chr8:56244041-56244140	CHR8P056244041	56244041	43	729	40075712	NA	2030.22	0
56577_532	BLOCK1	chr8:56245004-56245104	CHR8P056245004	56245004	414	76	39741645	NA	1751.56	0
56577_532	BLOCK1	chr8:56247046-56247145	CHR8P056247070	56247070	189	103	39805303	NA	2648.33	0
56577_532	BLOCK1	chr8:56247523-56247622	CHR8P056247557	56247557	179	613	40076477	NA	3266.44	0
56577_532	BLOCK1	chr8:56247749-56247849	CHR8P056247749	56247749	641	201	40032985	NA	1491.22	0
56577_532	BLOCK1	chr8:56248312-56248411	CHR8P056248312	56248312	191	605	39818472	NA	2805	0
56577_532	BLOCK1	chr8:56248922-56249099	CHR8P056248922	56248922	652	934	39832487	NA	1444.67	0
56577_532	BLOCK1	chr8:56252956-56253055	CHR8P056252956	56252956	299	549	40098256	NA	1454	0
56577_532	BLOCK1	chr8:56255158-56255409	CHR8P056255243	56255243	191	163	39816754	NA	1278.33	0
56577_532	BLOCK1	chr8:56255158-56255409	CHR8P056255328	56255328	233	427	39923795	NA	1594.44	0
56577_532	BLOCK1	chr8:56255158-56255409	CHR8P056255158	56255158	457	977	40087002	NA	1902.44	0
56577_532	BLOCK1	chr8:56257134-56257257	CHR8P056257134	56257134	633	591	39756171	NA	1330.78	0
56577_532	BLOCK1	chr8:56257476-56257607	CHR8P056257476	56257476	450	606	39842799	NA	1256.89	0
56577_532	BLOCK1	chr8:56258299-56258435	CHR8P056258299	56258299	208	584	39935393	NA	2043.44	0
56577_532	BLOCK1	chr8:56258299-56258435	CHR8P056258384	56258384	351	481	40061189	NA	3145.56	0
56577_532	BLOCK1	chr8:56270503-56270602	CHR8P056270503	56270503	137	757	39816110	NA	2064.22	0
56577_532	BLOCK1	chr8:56270722-56270822	CHR8P056270722	56270722	702	964	39937123	NA	10740.11	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271424	56271424	650	418	39732906	NA	2231	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271686	56271686	753	465	39765405	NA	3305.44	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272638	56272638	573	639	39816559	NA	3126.67	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271509	56271509	527	151	39850167	NA	1149.78	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271941	56271941	284	962	39866915	NA	1835.11	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271084	56271084	467	61	39898788	NA	1362.78	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272281	56272281	530	864	39904935	NA	1539.44	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272111	56272111	736	432	39907581	NA	1039.44	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271856	56271856	622	382	39911888	NA	1402.33	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271339	56271339	366	540	39918393	NA	1595.89	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272383	56272383	100	10	39921301	NA	1964.44	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272026	56272026	365	693	39944842	NA	1999.78	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272196	56272196	395	147	39969625	NA	1591.11	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271169	56271169	438	574	39975591	NA	1857.33	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271254	56271254	191	375	39998725	NA	1495.67	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056271771	56271771	421	25	40016499	NA	2161.89	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272468	56272468	307	193	40026227	NA	1478.67	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272553	56272553	387	193	40051245	NA	1234	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272808	56272808	573	621	40082865	NA	1513.78	0
56577_532	BLOCK1	chr8:56271084-56272866	CHR8P056272723	56272723	342	304	40102694	NA	2479	0
56577_532	BLOCK1	chr8:56293450-56293606	CHR8P056293450	56293450	584	192	39947144	NA	1122.56	0
56577_532	BLOCK1	chr8:56293450-56293606	CHR8P056293535	56293535	405	855	40049543	NA	1410.78	0
56577_532	BLOCK1	chr8:56293769-56293868	CHR8P056293769	56293769	147	555	40076867	NA	2137.33	0
56577_532	BLOCK1	chr8:56294261-56294361	CHR8P056294261	56294261	621	787	39883659	NA	3509.22	0
56577_532	BLOCK1	chr8:56295169-56295356	CHR8P056295254	56295254	366	690	39720219	NA	3383.56	0
56577_532	BLOCK1	chr8:56295169-56295356	CHR8P056295169	56295169	230	346	39803314	NA	1965.44	0
56577_532	BLOCK1	chr8:56296403-56297009	CHR8P056296743	56296743	372	656	39821922	NA	3952.11	0
56577_532	BLOCK1	chr8:56296403-56297009	CHR8P056296828	56296828	350	612	39847375	NA	3715.56	0
56577_532	BLOCK1	chr8:56296403-56297009	CHR8P056296488	56296488	472	270	39847731	NA	1254.67	0
56577_532	BLOCK1	chr8:56296403-56297009	CHR8P056296913	56296913	673	439	39873666	NA	2433.11	0
56577_532	BLOCK1	chr8:56296403-56297009	CHR8P056296573	56296573	606	168	39900504	NA	1442.44	0
56577_532	BLOCK1	chr8:56296403-56297009	CHR8P056296403	56296403	182	734	39950802	NA	2077.78	0
56577_532	BLOCK1	chr8:56296403-56297009	CHR8P056296658	56296658	221	829	39976639	NA	1420	0
56577_532	BLOCK1	chr8:56297252-56297352	CHR8P056297261	56297261	450	262	39890939	NA	2068.44	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056368172	56368172	469	133	39751045	NA	1831	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056368002	56368002	36	62	39780371	NA	6060.56	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056367917	56367917	650	186	39832561	NA	3663.67	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056368512	56368512	460	480	39848148	NA	4733.11	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056368342	56368342	60	62	39877282	NA	2545	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056368257	56368257	732	514	39885719	NA	3810.11	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056368427	56368427	162	724	39915231	NA	5617	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056368087	56368087	678	64	39928439	NA	3086.44	0
56577_532	BLOCK1	chr8:56367832-56368631	CHR8P056367832	56367832	695	665	39968015	NA	6120.44	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056371083	56371083	767	771	39729999	NA	2275.22	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370596	56370596	195	339	39738197	NA	1665	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370913	56370913	113	699	39792159	NA	2495.67	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369349	56369349	280	162	39813540	NA	2231.78	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056371168	56371168	458	1008	39821368	NA	6104.22	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369689	56369689	702	638	39831011	NA	3802.56	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370001	56370001	573	439	39840301	NA	2597.67	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369604	56369604	112	844	39900895	NA	4464.44	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370171	56370171	135	941	39902546	NA	1613	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370511	56370511	534	624	39908875	NA	3462.22	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370256	56370256	281	967	39940501	NA	1543.11	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370998	56370998	219	75	39960957	NA	2996	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369179	56369179	254	140	39962676	NA	5465.56	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370086	56370086	215	385	39962983	NA	3609.78	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370341	56370341	141	365	39996125	NA	1886.56	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369519	56369519	65	937	39996595	NA	3069.33	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369434	56369434	618	308	40010895	NA	2661.56	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370681	56370681	224	380	40027960	NA	3710.67	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056370426	56370426	51	877	40068569	NA	3400.22	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369094	56369094	363	217	40083155	NA	3683.44	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369774	56369774	188	314	40097845	NA	4811.22	0
56577_532	BLOCK1	chr8:56369094-56371293	CHR8P056369264	56369264	224	566	40101564	NA	4661.78	0
56577_532	BLOCK1	chr8:59789458-59789619	CHR8P059789458	59789458	349	1005	39948363	NA	1864.78	0
56577_532	BLOCK1	chr8:59789458-59789619	CHR8P059789543	59789543	165	581	40066128	NA	2065.56	0
56577_532	BLOCK1	chr8:59789784-59789884	CHR8P059789784	59789784	637	445	39952447	NA	2932.56	0
56577_532	BLOCK1	chr8:59791474-59791825	CHR8P059791729	59791729	89	957	39747165	NA	3047.78	0
56577_532	BLOCK1	chr8:59791474-59791825	CHR8P059791559	59791559	628	812	39832759	NA	2854.22	0
56577_532	BLOCK1	chr8:59791474-59791825	CHR8P059791474	59791474	222	194	39918707	NA	3360.33	0
56577_532	BLOCK1	chr8:59791474-59791825	CHR8P059791644	59791644	467	935	39925801	NA	3132.89	0
56577_532	BLOCK1	chr8:59792012-59792112	CHR8P059792012	59792012	89	859	39870880	NA	3351.56	0
56577_532	BLOCK1	chr8:59793785-59793928	CHR8P059793870	59793870	300	532	39942320	NA	1559.89	0
56577_532	BLOCK1	chr8:59793785-59793928	CHR8P059793785	59793785	688	954	40033867	NA	2702.22	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853104	59853104	566	586	39818346	NA	2152.78	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853784	59853784	744	82	39856978	NA	2609.67	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853614	59853614	491	935	39894848	NA	1411.44	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853699	59853699	141	703	39943615	NA	2080.78	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853529	59853529	454	98	39981003	NA	1493.33	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853274	59853274	120	648	39984934	NA	2124.22	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853359	59853359	80	98	40012195	NA	2339	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853444	59853444	298	376	40029160	NA	1539.22	0
56577_532	BLOCK1	chr8:59853104-59853903	CHR8P059853189	59853189	316	26	40043247	NA	2036	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059856188	59856188	588	870	39731807	NA	2692.67	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059854375	59854375	373	69	39732577	NA	2167.78	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059854545	59854545	197	33	39745054	NA	1662.78	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059856103	59856103	198	778	39759459	NA	3664.67	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059855763	59855763	226	154	39798824	NA	1799	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059855072	59855072	266	292	39800265	NA	11796.22	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059855157	59855157	199	951	39825565	NA	2049.33	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059854264	59854264	101	459	39848051	NA	1879.67	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059854179	59854179	52	858	39875852	NA	1461.44	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059854630	59854630	467	197	39879331	NA	1460.33	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059855561	59855561	487	537	39911133	NA	1568.89	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059855391	59855391	127	85	39937599	NA	2039	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059854800	59854800	173	721	39940351	NA	2076.22	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059855306	59855306	277	589	39941277	NA	2031.22	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059855848	59855848	598	334	39944247	NA	2567.44	0
56577_532	BLOCK1	chr8:59854094-59856293	CHR8P059854094	59854094	533	489	39984663	NA	1311.33	0
