# software=NimbleScan   version=xxx  imagefile=20551_PMT1.tif       designfile=MOD_2003-12-05_SUZ12_1in2.ndf      designname=MOD_2003-12-05_SUZ12_1in2  designid=xxx   date=xxx Dec 05 10:17:14 CDT 2003   border=0        ul_x=xxx     ul_y=xxx    ur_x=xxx   ur_y=xxx     lr_x=xxx   lr_y=xxx   ll_x=xxx     ll_y=xxx       score=xxx     qcscore=xxx   locallyaligned=no       auto=yes
IMAGE_ID	GENE_EXPR_OPTION	SEQ_ID	PROBE_ID	POSITION	X	Y	MATCH_INDEX	PM	MM
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021923	1066	226	17	36601117	2194.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021925	1081	502	661	36601118	2383.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021927	1096	395	226	36601119	3423	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021929	1111	437	704	36601120	2245.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021931	1126	59	114	36601121	4686.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021933	1141	753	108	36601122	3553	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021935	1156	508	969	36601123	1420.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021937	1171	140	539	36601124	1650.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021939	1186	288	359	36601125	588.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021941	1201	275	780	36601126	1199.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021943	1216	427	740	36601127	2763.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021945	1231	596	21	36601128	4037.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021947	1246	159	220	36601129	2404	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021949	1261	233	502	36601130	1545.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021951	1276	142	161	36601131	1934.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021953	1291	566	435	36601132	1127	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021955	1306	76	625	36601133	2566.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021957	1321	681	320	36601134	1783.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021959	1336	428	569	36601135	1994.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021961	1351	233	272	36601136	3508.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021963	1366	648	485	36601137	3733.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021965	1381	407	868	36601138	2104.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021967	1396	45	950	36601139	3939.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021969	1411	67	490	36601140	1861.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021971	1426	558	613	36601141	1605.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021973	1441	627	366	36601142	2483.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021975	1456	456	51	36601143	1096.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021977	1471	552	175	36601144	1055.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021979	1486	174	485	36601145	3509.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021981	1501	242	957	36601146	5688.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021983	1516	708	359	36601147	8839.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021985	1531	439	224	36601148	4799.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021987	1546	450	661	36601149	1678.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021989	1561	149	210	36601150	1310.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021991	1576	53	334	36601151	1515.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021993	1591	177	822	36601152	2020	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021995	1606	251	284	36601153	2398.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021997	1621	222	203	36601154	1510.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021999	1636	644	101	36601155	1081.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022001	1651	605	570	36601156	3567.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022003	1666	316	761	36601157	5834.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022005	1681	553	520	36601158	6792.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022007	1696	296	795	36601159	3813.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022009	1711	516	303	36601160	682.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022011	1726	530	353	36601161	591.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022013	1741	33	966	36601162	645.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022015	1756	733	422	36601163	527.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022017	1771	286	809	36601164	588.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022019	1786	105	88	36601165	624.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022021	1801	19	1012	36601166	998.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022023	1816	167	930	36601167	1018.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022025	1831	102	605	36601168	904.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022027	1846	53	502	36601169	1481.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022029	1861	75	188	36601170	1597.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022031	1876	564	271	36601171	1878.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022033	1891	681	732	36601172	3658.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022035	1906	272	851	36601173	987.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022037	1921	721	924	36601174	2379	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022039	1936	737	812	36601175	2380	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022041	1951	454	635	36601176	881.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022043	1966	608	87	36601177	831.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022045	1981	146	381	36601178	1656.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022047	1996	634	721	36601179	2401.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022049	2011	157	876	36601180	4238.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022051	2026	715	924	36601181	1648.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022053	2041	357	824	36601182	636.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022055	2056	533	962	36601183	668.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022057	2071	94	717	36601184	1003.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022059	2086	553	640	36601185	1295.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022061	2101	583	606	36601186	1489.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022063	2116	409	922	36601187	2331.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022065	2131	564	879	36601188	1862.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022067	2146	174	555	36601189	909.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022069	2161	482	375	36601190	496.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022071	2176	261	480	36601191	1409.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022073	2191	519	658	36601192	1432.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022075	2206	379	114	36601193	1405.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022077	2221	326	1017	36601194	2147.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022079	2236	508	849	36601195	1021.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022081	2251	746	611	36601196	1752.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022083	2266	173	470	36601197	742.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022085	2281	306	213	36601198	511.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022087	2296	376	33	36601199	740.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022089	2311	587	578	36601200	763.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022091	2326	641	744	36601201	732.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022093	2341	319	970	36601202	638.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022095	2356	370	329	36601203	551.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022097	2371	355	562	36601204	578.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022099	2386	489	46	36601205	653.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022101	2401	633	788	36601206	744.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022103	2416	52	71	36601207	1758.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022105	2431	264	775	36601208	2820.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022107	2446	272	683	36601209	3583.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022109	2461	292	117	36601210	6753.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022111	2476	295	148	36601211	6235.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022113	2491	39	670	36601212	11584.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022115	2506	759	658	36601213	10812.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022117	2521	573	868	36601214	13153.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022119	2536	38	881	36601215	20841.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022121	2551	237	824	36601216	7896.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022123	2566	585	970	36601217	7642	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022125	2581	279	312	36601218	11144.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022127	2596	182	279	36601219	12797.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022129	2611	634	529	36601220	8989.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022131	2626	308	887	36601221	9622.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022133	2641	92	629	36601222	11800	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022135	2656	590	371	36601223	10773.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022137	2671	577	24	36601224	9423.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022139	2686	714	859	36601225	9780.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022141	2701	712	571	36601226	10609.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022143	2716	41	728	36601227	11914.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022145	2731	204	55	36601228	2947	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022147	2746	25	852	36601229	1765.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022149	2761	141	858	36601230	648.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022151	2776	669	74	36601231	437.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022153	2791	336	123	36601232	459.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022155	2806	259	752	36601233	542.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022157	2821	40	255	36601234	778.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022159	2836	233	246	36601235	762.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022161	2851	30	501	36601236	838.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022163	2866	325	258	36601237	1054.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022165	2881	448	823	36601238	860	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022167	2896	284	331	36601239	1533.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022169	2911	482	77	36601240	1843.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022171	2926	168	329	36601241	1531	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022173	2941	627	628	36601242	1472.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022175	2956	597	958	36601243	2002.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022177	2971	476	721	36601244	880.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022179	2986	203	936	36601245	590.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022181	3001	66	931	36601246	521.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022183	3016	374	355	36601247	525.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022185	3031	89	704	36601248	589.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022187	3046	34	527	36601249	792	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022189	3061	249	460	36601250	806.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022191	3076	725	320	36601251	788.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022193	3091	497	176	36601252	522.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022195	3106	406	275	36601253	1232.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022197	3121	553	872	36601254	698	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022199	3136	228	259	36601255	1399	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022201	3151	515	78	36601256	1225.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022203	3166	365	716	36601257	1375.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022205	3181	430	833	36601258	655.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022207	3196	530	443	36601259	548.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022209	3211	143	34	36601260	920.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022211	3226	477	580	36601261	891	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022213	3241	583	186	36601262	695	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022215	3256	592	443	36601263	798.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022217	3271	34	913	36601264	1860.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022219	3286	708	307	36601265	1321.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022221	3301	19	266	36601266	3494.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022223	3316	252	99	36601267	1277.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022225	3331	191	310	36601268	1385.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022227	3346	254	71	36601269	1720.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022229	3361	208	319	36601270	2081.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022231	3376	182	841	36601271	1812.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022233	3391	57	678	36601272	1283.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022235	3406	418	661	36601273	1174.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022237	3421	526	987	36601274	1459	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022239	3436	360	323	36601275	1480.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022241	3451	179	658	36601276	1942.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022243	3466	21	316	36601277	1296.22	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022245	3481	535	12	36601278	1348.44	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022247	3496	619	544	36601279	2710.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022249	3511	372	1003	36601280	3559.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022251	3526	174	277	36601281	3585.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022253	3541	263	980	36601282	3858.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022255	3556	209	1010	36601283	3700.78	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022257	3571	579	902	36601284	2543.56	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022259	3586	35	540	36601285	4554.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022261	3601	676	1007	36601286	2314.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022263	3616	168	889	36601287	6155.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022265	3631	7	436	36601288	2282.11	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022267	3646	146	107	36601289	2280.33	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022269	3661	197	308	36601290	3531.89	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022271	3676	726	411	36601291	2455.67	0
20551_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022273	3691	133	744	36601292	4479.11	0
