# software=NimbleScan   version=xxx  imagefile=20742_PMT1.tif       designfile=MOD_2003-12-05_SUZ12_1in2.ndf      designname=MOD_2003-12-05_SUZ12_1in2  designid=xxx   date=xxx Dec 05 10:17:14 CDT 2003   border=0        ul_x=xxx     ul_y=xxx    ur_x=xxx   ur_y=xxx     lr_x=xxx   lr_y=xxx   ll_x=xxx     ll_y=xxx       score=xxx     qcscore=xxx   locallyaligned=no       auto=yes
IMAGE_ID	GENE_EXPR_OPTION	SEQ_ID	PROBE_ID	POSITION	X	Y	MATCH_INDEX	PM	MM
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021809	211	523	856	36601060	912.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021811	226	199	96	36601061	672.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021813	241	727	832	36601062	1939.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021815	256	284	229	36601063	1094	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021817	271	355	750	36601064	1087	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021819	286	208	383	36601065	1305.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021821	301	679	594	36601066	1201.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021823	316	484	231	36601067	1021.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021825	331	130	413	36601068	814.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021827	346	49	718	36601069	708.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021829	361	302	837	36601070	581.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021831	376	745	728	36601071	941.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021833	391	606	29	36601072	906.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021835	406	393	984	36601073	664.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021837	421	593	424	36601074	631.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021839	436	734	587	36601075	660.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021841	451	685	438	36601076	996.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021843	466	521	628	36601077	845.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021845	481	52	883	36601078	926.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021847	496	86	627	36601079	639.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021849	511	365	990	36601080	559.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021851	526	299	764	36601081	527.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021853	541	277	232	36601082	532	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021855	556	115	390	36601083	929.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021857	571	283	972	36601084	422	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021859	586	343	744	36601085	374.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021861	601	128	97	36601086	408.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021863	616	548	103	36601087	552.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021865	631	82	423	36601088	1108.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021867	646	47	428	36601089	1268.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021869	661	609	566	36601090	1219	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021871	676	747	772	36601091	456.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021873	691	167	330	36601092	388.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021875	706	511	180	36601093	491.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021877	721	359	350	36601094	486.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021879	736	486	289	36601095	535.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021881	751	424	237	36601096	650.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021883	766	83	30	36601097	1217.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021885	781	624	575	36601098	1386	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021887	796	307	402	36601099	1439.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021889	811	292	441	36601100	743.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021891	826	545	162	36601101	458.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021893	841	193	850	36601102	572.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021895	856	546	43	36601103	768.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021897	871	90	947	36601104	645.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021899	886	79	176	36601105	563.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021901	901	403	628	36601106	915.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021903	916	677	440	36601107	1240.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021905	931	653	744	36601108	1642	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021907	946	110	901	36601109	913.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021909	961	582	327	36601110	848.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021911	976	548	995	36601111	625	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021913	991	602	911	36601112	645.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021915	1006	50	587	36601113	501.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021917	1021	472	151	36601114	727.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021919	1036	672	531	36601115	994	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021921	1051	498	835	36601116	786.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021923	1066	226	17	36601117	629.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021925	1081	502	661	36601118	1091.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021927	1096	395	226	36601119	1545.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021929	1111	437	704	36601120	1278.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021931	1126	59	114	36601121	1351.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021933	1141	753	108	36601122	1386.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021935	1156	508	969	36601123	772	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021937	1171	140	539	36601124	770.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021939	1186	288	359	36601125	416.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021941	1201	275	780	36601126	545.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021943	1216	427	740	36601127	1270.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021945	1231	596	21	36601128	1874	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021947	1246	159	220	36601129	1084.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021949	1261	233	502	36601130	659.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021951	1276	142	161	36601131	695.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021953	1291	566	435	36601132	815.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021955	1306	76	625	36601133	916.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021957	1321	681	320	36601134	990.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021959	1336	428	569	36601135	795.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021961	1351	233	272	36601136	972.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021963	1366	648	485	36601137	1421.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021965	1381	407	868	36601138	1030.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021967	1396	45	950	36601139	1594.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021969	1411	67	490	36601140	671.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021971	1426	558	613	36601141	843.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021973	1441	627	366	36601142	1001.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021975	1456	456	51	36601143	675	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021977	1471	552	175	36601144	687.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021979	1486	174	485	36601145	1223	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021981	1501	242	957	36601146	1534.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021983	1516	708	359	36601147	3654.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021985	1531	439	224	36601148	2246.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021987	1546	450	661	36601149	1060.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021989	1561	149	210	36601150	659.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021991	1576	53	334	36601151	708.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021993	1591	177	822	36601152	754	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021995	1606	251	284	36601153	798.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021997	1621	222	203	36601154	606	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000021999	1636	644	101	36601155	744.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022001	1651	605	570	36601156	1304.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022003	1666	316	761	36601157	1676	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022005	1681	553	520	36601158	2295.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022007	1696	296	795	36601159	1396.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022009	1711	516	303	36601160	602	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022011	1726	530	353	36601161	509.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022013	1741	33	966	36601162	465.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022015	1756	733	422	36601163	839.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022017	1771	286	809	36601164	415.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022019	1786	105	88	36601165	402.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022021	1801	19	1012	36601166	516.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022023	1816	167	930	36601167	601.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022025	1831	102	605	36601168	530.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022027	1846	53	502	36601169	860.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022029	1861	75	188	36601170	783.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022031	1876	564	271	36601171	1427.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022033	1891	681	732	36601172	2008.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022035	1906	272	851	36601173	540.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022037	1921	721	924	36601174	873.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022039	1936	737	812	36601175	956.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022041	1951	454	635	36601176	687.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022043	1966	608	87	36601177	715.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022045	1981	146	381	36601178	719.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022047	1996	634	721	36601179	813.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022049	2011	157	876	36601180	1014.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022051	2026	715	924	36601181	736.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022053	2041	357	824	36601182	443.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022055	2056	533	962	36601183	497	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022057	2071	94	717	36601184	486.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022059	2086	553	640	36601185	851.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022061	2101	583	606	36601186	1176.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022063	2116	409	922	36601187	1297.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022065	2131	564	879	36601188	1624.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022067	2146	174	555	36601189	650.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022069	2161	482	375	36601190	543.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022071	2176	261	480	36601191	613.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022073	2191	519	658	36601192	830	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022075	2206	379	114	36601193	695.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022077	2221	326	1017	36601194	1016.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022079	2236	508	849	36601195	692.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022081	2251	746	611	36601196	835.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022083	2266	173	470	36601197	424.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022085	2281	306	213	36601198	406	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022087	2296	376	33	36601199	491.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022089	2311	587	578	36601200	617.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022091	2326	641	744	36601201	633.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022093	2341	319	970	36601202	486.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022095	2356	370	329	36601203	366.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022097	2371	355	562	36601204	548.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022099	2386	489	46	36601205	573.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022101	2401	633	788	36601206	502.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022103	2416	52	71	36601207	673.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022105	2431	264	775	36601208	985.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022107	2446	272	683	36601209	1104.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022109	2461	292	117	36601210	3273.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022111	2476	295	148	36601211	3881.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022113	2491	39	670	36601212	8474	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022115	2506	759	658	36601213	6425.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022117	2521	573	868	36601214	10921.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022119	2536	38	881	36601215	10527.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022121	2551	237	824	36601216	3665	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022123	2566	585	970	36601217	7259	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022125	2581	279	312	36601218	7128.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022127	2596	182	279	36601219	10594.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022129	2611	634	529	36601220	11437.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022131	2626	308	887	36601221	4973.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022133	2641	92	629	36601222	9766.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022135	2656	590	371	36601223	9758.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022137	2671	577	24	36601224	10583.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022139	2686	714	859	36601225	8671.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022141	2701	712	571	36601226	9873.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022143	2716	41	728	36601227	11114.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022145	2731	204	55	36601228	1987.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022147	2746	25	852	36601229	1041.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022149	2761	141	858	36601230	442.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022151	2776	669	74	36601231	429.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022153	2791	336	123	36601232	377.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022155	2806	259	752	36601233	382.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022157	2821	40	255	36601234	444.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022159	2836	233	246	36601235	474.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022161	2851	30	501	36601236	586.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022163	2866	325	258	36601237	550.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022165	2881	448	823	36601238	554.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022167	2896	284	331	36601239	663.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022169	2911	482	77	36601240	892.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022171	2926	168	329	36601241	823.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022173	2941	627	628	36601242	765.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022175	2956	597	958	36601243	804.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022177	2971	476	721	36601244	686.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022179	2986	203	936	36601245	462.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022181	3001	66	931	36601246	528.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022183	3016	374	355	36601247	414.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022185	3031	89	704	36601248	412.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022187	3046	34	527	36601249	490.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022189	3061	249	460	36601250	450.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022191	3076	725	320	36601251	554.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022193	3091	497	176	36601252	473	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022195	3106	406	275	36601253	441.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022197	3121	553	872	36601254	504.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022199	3136	228	259	36601255	485.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022201	3151	515	78	36601256	733.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022203	3166	365	716	36601257	659	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022205	3181	430	833	36601258	614.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022207	3196	530	443	36601259	518	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022209	3211	143	34	36601260	534.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022211	3226	477	580	36601261	583.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022213	3241	583	186	36601262	468.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022215	3256	592	443	36601263	620.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022217	3271	34	913	36601264	970.33	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022219	3286	708	307	36601265	656.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022221	3301	19	266	36601266	1119.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022223	3316	252	99	36601267	592	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022225	3331	191	310	36601268	603.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022227	3346	254	71	36601269	718.67	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022229	3361	208	319	36601270	1081.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022231	3376	182	841	36601271	872.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022233	3391	57	678	36601272	646	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022235	3406	418	661	36601273	581.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022237	3421	526	987	36601274	641	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022239	3436	360	323	36601275	744	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022241	3451	179	658	36601276	865.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022243	3466	21	316	36601277	820.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022245	3481	535	12	36601278	901.78	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022247	3496	619	544	36601279	1376.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022249	3511	372	1003	36601280	1684.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022251	3526	174	277	36601281	1373.22	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022253	3541	263	980	36601282	1347.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022255	3556	209	1010	36601283	1782.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022257	3571	579	902	36601284	1346.56	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022259	3586	35	540	36601285	1952.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022261	3601	676	1007	36601286	1628.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022263	3616	168	889	36601287	3118.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022265	3631	7	436	36601288	1567.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022267	3646	146	107	36601289	1060.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022269	3661	197	308	36601290	2040.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022271	3676	726	411	36601291	1979.89	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022273	3691	133	744	36601292	2840.44	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022275	3706	712	871	36601293	1521.11	0
20742_PMT1	FORWARD1	SUZ120001S0000034	SUZ100P0000022277	3721	245	92	36601294	1172	0
