# software=NimbleScan	version=2.2.14	imagefile=I:\iceland-mirror\New_image_files\ORDER_ID1791_Rieck_RZPD\55773_635.tif	designfile=I:\NimbleScan\pipeline\Design_files\2005-07-28_Mouse_heart_ChIP.ndf	designname=2005-07-28_Mouse_heart_ChIP	designid=2389	date=Wed Aug 17 10:25:05 CDT 2005	border=0	ul_x=59.080	ul_y=26.630	ur_x=2655.330	ur_y=33.650	lr_x=2646.370	lr_y=3500.460	ll_x=49.920	ll_y=3492.730	score=0.158	qcscore=0.178	locallyaligned=no	auto=yes
IMAGE_ID	GENE_EXPR_OPTION	SEQ_ID	PROBE_ID	POSITION	X	Y	MATCH_INDEX	SEQ_URL	PM	MM
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056104611	56104611	315	453	39892762	NA	9050	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056107311	56107311	473	703	39897079	NA	2231	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056106040	56106040	696	90	39901586	NA	1527.89	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056104526	56104526	10	750	39908489	NA	31989.33	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056103676	56103676	589	267	39918079	NA	2158.78	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056107566	56107566	372	522	39924566	NA	5144	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056104016	56104016	7	249	39940407	NA	23693	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056102741	56102741	701	535	39942829	NA	2545.78	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056108246	56108246	664	392	39944066	NA	11354.67	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056104781	56104781	265	879	39945138	NA	12649.33	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056104951	56104951	153	155	39948258	NA	9196.33	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056102061	56102061	265	199	39967252	NA	2878.56	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056102316	56102316	238	514	39971207	NA	3419.78	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056102486	56102486	530	780	39979951	NA	2720.11	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056103251	56103251	660	840	39980396	NA	7247.22	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056107651	56107651	244	844	39986467	NA	7271.56	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056105121	56105121	192	990	39987337	NA	4728.11	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056106295	56106295	597	339	39989931	NA	476.11	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056103166	56103166	139	751	39990167	NA	1904.56	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056105640	56105640	193	325	39990666	NA	3244.67	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056101976	56101976	361	1019	39995783	NA	2151.78	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056102231	56102231	731	709	39995816	NA	5070.33	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056104271	56104271	149	577	40013759	NA	40656.45	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056108416	56108416	173	293	40047664	NA	16569	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056103761	56103761	753	273	40051648	NA	36830	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056106380	56106380	700	766	40055284	NA	579.56	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056104441	56104441	550	170	40058825	NA	13880.78	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056106125	56106125	179	583	40059315	NA	1145.33	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056107481	56107481	129	467	40065210	NA	17752	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056103931	56103931	78	466	40068873	NA	7198	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056105291	56105291	215	209	40069133	NA	9682.11	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056107226	56107226	596	380	40070980	NA	1022.78	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056105870	56105870	90	460	40073025	NA	7044.22	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056105376	56105376	53	383	40073945	NA	16984.55	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056106465	56106465	681	647	40074344	NA	990.78	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056107056	56107056	516	874	40078860	NA	891	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056106958	56106958	531	715	40079742	NA	628.56	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056105955	56105955	618	674	40091999	NA	1048.89	0
55773_635	BLOCK1	chr8:56101891-56108604	CHR8P056105785	56105785	289	231	40099426	NA	3909.11	0
55773_635	BLOCK1	chr8:56235879-56235978	CHR8P056235910	56235910	333	99	39929090	NA	746.44	0
55773_635	BLOCK1	chr8:56236203-56236575	CHR8P056236288	56236288	67	621	39722213	NA	527	0
55773_635	BLOCK1	chr8:56236203-56236575	CHR8P056236203	56236203	389	279	39784887	NA	857.44	0
55773_635	BLOCK1	chr8:56236203-56236575	CHR8P056236373	56236373	222	6	39829817	NA	395.89	0
55773_635	BLOCK1	chr8:56236203-56236575	CHR8P056236458	56236458	123	631	39859972	NA	1501.33	0
55773_635	BLOCK1	chr8:56236754-56237216	CHR8P056236756	56236756	162	566	39807791	NA	1562.56	0
55773_635	BLOCK1	chr8:56236754-56237216	CHR8P056237096	56237096	91	751	39844223	NA	1036.67	0
55773_635	BLOCK1	chr8:56236754-56237216	CHR8P056236926	56236926	546	248	39920305	NA	2204.67	0
55773_635	BLOCK1	chr8:56236754-56237216	CHR8P056237011	56237011	28	428	40062581	NA	2407.11	0
55773_635	BLOCK1	chr8:56236754-56237216	CHR8P056236841	56236841	643	789	40069696	NA	1176.67	0
55773_635	BLOCK1	chr8:56238529-56238784	CHR8P056238699	56238699	273	333	39826433	NA	3168.89	0
55773_635	BLOCK1	chr8:56238529-56238784	CHR8P056238614	56238614	631	109	39857585	NA	1530.67	0
55773_635	BLOCK1	chr8:56238529-56238784	CHR8P056238529	56238529	575	155	39958422	NA	1544.67	0
55773_635	BLOCK1	chr8:56239421-56239520	CHR8P056239421	56239421	237	629	39725687	NA	4594.33	0
55773_635	BLOCK1	chr8:56239890-56239990	CHR8P056239890	56239890	138	176	39885887	NA	888.44	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241598	56241598	97	59	39775020	NA	1307.11	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056242278	56242278	404	536	39779690	NA	1373.33	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056242193	56242193	116	934	39791255	NA	1688.67	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241258	56241258	225	181	39844681	NA	3153.11	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241768	56241768	238	910	39845690	NA	1875.11	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241343	56241343	713	793	39853909	NA	1357.22	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056240748	56240748	334	772	39876669	NA	6860.78	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241003	56241003	233	921	39897473	NA	1622.89	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241853	56241853	387	145	39898311	NA	2032.33	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241088	56241088	115	501	39899885	NA	1698	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241173	56241173	101	781	39925343	NA	2002.44	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241428	56241428	592	482	39955867	NA	1044.78	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056242023	56242023	373	955	39974357	NA	2920.67	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241938	56241938	551	897	39984150	NA	3124.22	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056240833	56240833	514	414	39996167	NA	4566.67	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056242108	56242108	120	330	39998741	NA	1178.56	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056240663	56240663	721	837	40047307	NA	8447.56	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241513	56241513	403	635	40059863	NA	896.78	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056240918	56240918	391	985	40063418	NA	2535.78	0
55773_635	BLOCK1	chr8:56240663-56242351	CHR8P056241683	56241683	132	732	40073455	NA	1403.67	0
55773_635	BLOCK1	chr8:56242463-56243092	CHR8P056242902	56242902	68	906	39785376	NA	1930.11	0
55773_635	BLOCK1	chr8:56242463-56243092	CHR8P056242633	56242633	63	663	39808643	NA	4667.22	0
55773_635	BLOCK1	chr8:56242463-56243092	CHR8P056242548	56242548	210	4	39842922	NA	2494.33	0
55773_635	BLOCK1	chr8:56242463-56243092	CHR8P056242987	56242987	621	505	39902959	NA	2243.44	0
55773_635	BLOCK1	chr8:56242463-56243092	CHR8P056242732	56242732	14	850	39992053	NA	3152.67	0
55773_635	BLOCK1	chr8:56242463-56243092	CHR8P056242463	56242463	530	506	40021009	NA	889.67	0
55773_635	BLOCK1	chr8:56242463-56243092	CHR8P056242817	56242817	504	440	40051153	NA	2094.33	0
55773_635	BLOCK1	chr8:56243679-56243778	CHR8P056243679	56243679	262	534	39754463	NA	9374.33	0
55773_635	BLOCK1	chr8:56244041-56244140	CHR8P056244041	56244041	43	729	40075712	NA	993.44	0
55773_635	BLOCK1	chr8:56245004-56245104	CHR8P056245004	56245004	414	76	39741645	NA	1453.22	0
55773_635	BLOCK1	chr8:56247046-56247145	CHR8P056247070	56247070	189	103	39805303	NA	1602.33	0
55773_635	BLOCK1	chr8:56247523-56247622	CHR8P056247557	56247557	179	613	40076477	NA	2277	0
55773_635	BLOCK1	chr8:56247749-56247849	CHR8P056247749	56247749	641	201	40032985	NA	1024.22	0
55773_635	BLOCK1	chr8:56248312-56248411	CHR8P056248312	56248312	191	605	39818472	NA	792.33	0
55773_635	BLOCK1	chr8:56248922-56249099	CHR8P056248922	56248922	652	934	39832487	NA	345.89	0
55773_635	BLOCK1	chr8:56252956-56253055	CHR8P056252956	56252956	299	549	40098256	NA	950.22	0
55773_635	BLOCK1	chr8:56255158-56255409	CHR8P056255243	56255243	191	163	39816754	NA	469.11	0
55773_635	BLOCK1	chr8:56255158-56255409	CHR8P056255328	56255328	233	427	39923795	NA	727.67	0
55773_635	BLOCK1	chr8:56255158-56255409	CHR8P056255158	56255158	457	977	40087002	NA	768.67	0
55773_635	BLOCK1	chr8:56257134-56257257	CHR8P056257134	56257134	633	591	39756171	NA	707	0
55773_635	BLOCK1	chr8:56257476-56257607	CHR8P056257476	56257476	450	606	39842799	NA	429.67	0
55773_635	BLOCK1	chr8:56258299-56258435	CHR8P056258299	56258299	208	584	39935393	NA	1005	0
55773_635	BLOCK1	chr8:56258299-56258435	CHR8P056258384	56258384	351	481	40061189	NA	1432	0
55773_635	BLOCK1	chr8:56270503-56270602	CHR8P056270503	56270503	137	757	39816110	NA	2438.89	0
55773_635	BLOCK1	chr8:56270722-56270822	CHR8P056270722	56270722	702	964	39937123	NA	18467.55	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271424	56271424	650	418	39732906	NA	4723.56	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271686	56271686	753	465	39765405	NA	2411.33	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272638	56272638	573	639	39816559	NA	2484.22	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271509	56271509	527	151	39850167	NA	3485	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271941	56271941	284	962	39866915	NA	918.44	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271084	56271084	467	61	39898788	NA	1601.67	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272281	56272281	530	864	39904935	NA	756.33	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272111	56272111	736	432	39907581	NA	938.89	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271856	56271856	622	382	39911888	NA	534.56	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271339	56271339	366	540	39918393	NA	4252.89	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272383	56272383	100	10	39921301	NA	423.89	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272026	56272026	365	693	39944842	NA	862.89	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272196	56272196	395	147	39969625	NA	872.22	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271169	56271169	438	574	39975591	NA	565.89	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271254	56271254	191	375	39998725	NA	3146.22	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056271771	56271771	421	25	40016499	NA	1050.67	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272468	56272468	307	193	40026227	NA	823.78	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272553	56272553	387	193	40051245	NA	524.44	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272808	56272808	573	621	40082865	NA	603.44	0
55773_635	BLOCK1	chr8:56271084-56272866	CHR8P056272723	56272723	342	304	40102694	NA	1854.56	0
55773_635	BLOCK1	chr8:56293450-56293606	CHR8P056293450	56293450	584	192	39947144	NA	594.89	0
55773_635	BLOCK1	chr8:56293450-56293606	CHR8P056293535	56293535	405	855	40049543	NA	431.11	0
55773_635	BLOCK1	chr8:56293769-56293868	CHR8P056293769	56293769	147	555	40076867	NA	1658.56	0
55773_635	BLOCK1	chr8:56294261-56294361	CHR8P056294261	56294261	621	787	39883659	NA	4294	0
55773_635	BLOCK1	chr8:56295169-56295356	CHR8P056295254	56295254	366	690	39720219	NA	7428.78	0
55773_635	BLOCK1	chr8:56295169-56295356	CHR8P056295169	56295169	230	346	39803314	NA	2875.89	0
55773_635	BLOCK1	chr8:56296403-56297009	CHR8P056296743	56296743	372	656	39821922	NA	1214.33	0
55773_635	BLOCK1	chr8:56296403-56297009	CHR8P056296828	56296828	350	612	39847375	NA	1345.89	0
55773_635	BLOCK1	chr8:56296403-56297009	CHR8P056296488	56296488	472	270	39847731	NA	608.78	0
55773_635	BLOCK1	chr8:56296403-56297009	CHR8P056296913	56296913	673	439	39873666	NA	1385.44	0
55773_635	BLOCK1	chr8:56296403-56297009	CHR8P056296573	56296573	606	168	39900504	NA	699.22	0
55773_635	BLOCK1	chr8:56296403-56297009	CHR8P056296403	56296403	182	734	39950802	NA	856.78	0
55773_635	BLOCK1	chr8:56296403-56297009	CHR8P056296658	56296658	221	829	39976639	NA	737.67	0
55773_635	BLOCK1	chr8:56297252-56297352	CHR8P056297261	56297261	450	262	39890939	NA	918	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056368172	56368172	469	133	39751045	NA	701.89	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056368002	56368002	36	62	39780371	NA	1728.44	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056367917	56367917	650	186	39832561	NA	1513	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056368512	56368512	460	480	39848148	NA	1337.56	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056368342	56368342	60	62	39877282	NA	827.22	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056368257	56368257	732	514	39885719	NA	1373.11	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056368427	56368427	162	724	39915231	NA	1861.78	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056368087	56368087	678	64	39928439	NA	1050.11	0
55773_635	BLOCK1	chr8:56367832-56368631	CHR8P056367832	56367832	695	665	39968015	NA	2009.11	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056371083	56371083	767	771	39729999	NA	990.44	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370596	56370596	195	339	39738197	NA	607.11	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370913	56370913	113	699	39792159	NA	1050.89	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369349	56369349	280	162	39813540	NA	693	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056371168	56371168	458	1008	39821368	NA	1918.56	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369689	56369689	702	638	39831011	NA	1045.44	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370001	56370001	573	439	39840301	NA	674.33	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369604	56369604	112	844	39900895	NA	1113	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370171	56370171	135	941	39902546	NA	688.22	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370511	56370511	534	624	39908875	NA	559.56	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370256	56370256	281	967	39940501	NA	611.78	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370998	56370998	219	75	39960957	NA	1937.67	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369179	56369179	254	140	39962676	NA	1090.22	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370086	56370086	215	385	39962983	NA	1977.44	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370341	56370341	141	365	39996125	NA	361.44	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369519	56369519	65	937	39996595	NA	906.89	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369434	56369434	618	308	40010895	NA	979.78	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370681	56370681	224	380	40027960	NA	914.78	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056370426	56370426	51	877	40068569	NA	1163.22	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369094	56369094	363	217	40083155	NA	801.56	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369774	56369774	188	314	40097845	NA	2377	0
55773_635	BLOCK1	chr8:56369094-56371293	CHR8P056369264	56369264	224	566	40101564	NA	1387.33	0
55773_635	BLOCK1	chr8:59789458-59789619	CHR8P059789458	59789458	349	1005	39948363	NA	998.89	0
55773_635	BLOCK1	chr8:59789458-59789619	CHR8P059789543	59789543	165	581	40066128	NA	935.67	0
55773_635	BLOCK1	chr8:59789784-59789884	CHR8P059789784	59789784	637	445	39952447	NA	9285.33	0
55773_635	BLOCK1	chr8:59791474-59791825	CHR8P059791729	59791729	89	957	39747165	NA	7783.33	0
55773_635	BLOCK1	chr8:59791474-59791825	CHR8P059791559	59791559	628	812	39832759	NA	14552.44	0
55773_635	BLOCK1	chr8:59791474-59791825	CHR8P059791474	59791474	222	194	39918707	NA	9892.89	0
55773_635	BLOCK1	chr8:59791474-59791825	CHR8P059791644	59791644	467	935	39925801	NA	8123.33	0
55773_635	BLOCK1	chr8:59792012-59792112	CHR8P059792012	59792012	89	859	39870880	NA	11484.22	0
55773_635	BLOCK1	chr8:59793785-59793928	CHR8P059793870	59793870	300	532	39942320	NA	2537	0
55773_635	BLOCK1	chr8:59793785-59793928	CHR8P059793785	59793785	688	954	40033867	NA	2284.22	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853104	59853104	566	586	39818346	NA	917	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853784	59853784	744	82	39856978	NA	5042.78	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853614	59853614	491	935	39894848	NA	1664.78	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853699	59853699	141	703	39943615	NA	3029.67	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853529	59853529	454	98	39981003	NA	2651.78	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853274	59853274	120	648	39984934	NA	2318.67	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853359	59853359	80	98	40012195	NA	1346.67	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853444	59853444	298	376	40029160	NA	1861.44	0
55773_635	BLOCK1	chr8:59853104-59853903	CHR8P059853189	59853189	316	26	40043247	NA	1624.89	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059856188	59856188	588	870	39731807	NA	2053.89	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059854375	59854375	373	69	39732577	NA	706.44	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059854545	59854545	197	33	39745054	NA	723.78	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059856103	59856103	198	778	39759459	NA	3509.56	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059855763	59855763	226	154	39798824	NA	1034.11	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059855072	59855072	266	292	39800265	NA	933	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059855157	59855157	199	951	39825565	NA	1129.67	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059854264	59854264	101	459	39848051	NA	1008.67	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059854179	59854179	52	858	39875852	NA	1155.44	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059854630	59854630	467	197	39879331	NA	1330.56	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059855561	59855561	487	537	39911133	NA	463.11	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059855391	59855391	127	85	39937599	NA	713.67	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059854800	59854800	173	721	39940351	NA	1323	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059855306	59855306	277	589	39941277	NA	1265.67	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059855848	59855848	598	334	39944247	NA	1989.78	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059854094	59854094	533	489	39984663	NA	637.78	0
55773_635	BLOCK1	chr8:59854094-59856293	CHR8P059854460	59854460	152	870	39988451	NA	556.67	0
